!	0-96	97-108
!	!	!
!	5.88	5.88
!	0.4	0.4
!	!	!
?	?	?
!	84	84
!	!	!
!	1	1
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	0.057	0.057
!	29.995	29.995
!	100.0	100.0
!	2.309	2.309
!	!	!
!	!	!
!	!	!
!	0.020	0.020
!	!	!
!	!	!
!	!	!
!	32.805	32.805
!	!	!
!	!	!
!	!	!
!	!	!
!	0.010	0.010
!	5.130	5.130
!	!	!
!	!	!
!	!	!
!	0.010	0.010
!	5.130	5.130
!	!	!
!	!	!
!	!	!
!	7.0	7.0
!	!	!
!	!	!
?	?	?
!	!	!
!	!	!
?	?	?
!	!	!
!	1	1
