!	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0-100	!	!	!	!	!	!	!	!	!	!	60-127	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	64-127	!	!
!	!	4.00	10.48	4.92	4.92	!	8.00	1.36	3.00	1.80	5.20	1.20	3.80	0.60	3.80	0.80	!	0.80	2.80	0.80	2.00	0.80	0.80	!	0.80	5.20	1.64	5.20	!	1.20	!	4.80	!	4.00	0.60	!	!	1.20	0.60	!	!	!	!	4.64	!	!	!	4.08	!	2.40	6.00	6.00	2.00	2.00	4.92	5.20	0.60	4.00	!	!	!	!
!	!	!	!	20.0	18.0	!	-50.0	!	!	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	-50.0	25.6	-50.0	14.0	-50.0	7.5	-50.0	-50.0	!	-50.0	-21.6	-16.0	-16.1	!	15.0	14.6	-24.7	!	-19.2	25.6	23.2	-23.2	-25.5	-25.5	18.8	18.1	-19.5	-20.2	-41.0	-40.0	14.5	14.5	17.4	16.7	26.0	-10.0	-10.0	-25.0	-27.0	-50.0	-35.8	-50.0	35.8	22.3	-37.0	-25.2	-24.5
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1	!	!	!	1	!	!	!	!	!	!	!	!	!	1	1	!	!	1	1	!	!	1	1	!	!	!	!	!	!	!	!	1	!	!	1	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	45	!	!	!	31	32	!	34	!	!	!	40	!	41	43	!	43	53	47	!	47	50	!	50	57	52	59	!	!	!	!	58	!	74	73	!	80	76	65	66	64	71	69	74	72	70	73	74	87	76	77	90	91	86	93	82	!	84	85	86	87
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	47	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	-9	!	!	!	!	!	!	7	!	4	!	!	!	!	!	!	35	-48	!	-48	-24	!	!	-45	-45	21	36	!	!	!	!	!	!	!	!	!	45	!	!	!	!	21	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	1000	5001	!	!	!	!	!	7999	!	1840	!	!	!	!	!	!	!	!	!	!	!	!	1840	!	5640	1840	1840	!	1840	1840	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	19901	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	19.0	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.001	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.007	!	0.001	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.006	0.006	!	!	!	!	!	!	!	!	!	!	!	0.010	!	!	!
!	!	8.192	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.046	!	0.047	!	0.001	!	!	!	!	!	!	0.040	0.322	!	0.500	!	!	!	!	!	!	0.006	!	!	!	0.020	0.020	8.192	!	0.400	0.600	!	!	!	17.959	17.959	8.192	0.506	!	0.012	!	8.192	0.746	!	!	!
!	!	5.942	4.260	!	!	!	4.000	!	!	!	!	!	!	!	!	!	0.360	!	2.890	!	0.001	!	!	6.169	!	11.100	!	9.329	6.409	!	!	9.998	29.995	9.998	!	!	4.260	2.731	1.670	!	!	1.850	1.850	5.942	32.805	!	!	!	!	!	39.993	39.993	5.942	32.805	0.400	2.890	!	5.942	10.297	!	7.189	21.996
!	!	!	100.0	!	!	!	!	!	!	!	!	!	!	!	!	!	100.0	!	100.0	!	!	!	!	96.0	!	100.0	!	100.0	!	!	!	100.0	!	100.0	!	!	100.0	100.0	100.0	!	!	96.0	96.0	!	100.0	96.0	96.0	!	!	!	!	!	!	!	96.0	100.0	!	!	96.0	!	96.0	96.0
!	29.995	5.942	4.260	2.740	3.081	4.110	2.000	0.686	15.401	14.998	14.998	14.998	14.998	14.998	14.998	2.500	0.582	2.500	3.060	3.000	29.108	3.000	4.000	6.509	4.999	11.100	18.001	9.872	0.500	14.998	3.850	9.998	29.995	9.998	5.339	5.339	4.260	2.890	1.730	6.509	9.591	1.400	1.400	5.942	32.805	0.350	1.000	1.710	6.169	5.942	3.000	3.000	5.942	32.805	0.400	3.060	1.040	5.942	14.998	9.998	7.189	20.499
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
