!	0-6	7-11	12-18	19-23	24-30	31-35	36-42	43-47	48-54	55-59	60-66	67-71	72-75	76-86	87-97	98-102	103-127
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	2.08	4.16	6.24	8.32	10.40	12.48	14.56	16.64	18.72	20.76	22.84	24.92	8.08	9.88	9.88	33.28
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	79	106	106	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	26	30	29	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2970	2420	2511	2779	2680
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.032	0.023	0.023	0.023	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	0.506	0.506	0.506
!	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	4.141	0.360	7.349	7.349	5.011
!	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3	1.3
!	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.390	0.485	0.485	0.553
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	3.521	3.521	3.279	3.279
!	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	68.5	63.2	24.4	49.6
!	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	0.030	1.060	1.060	1.060	1.060
!	1191	1191	1191	1191	1191	1191	1191	1191	1191	1191	1191	1191	1191	!	!	!	!
!	225	225	225	225	225	225	225	225	225	225	225	225	225	1237	1237	1462	1462
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.201	5.712	5.712	5.460
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	1.6
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.289	4.201	5.712	5.712	5.460
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!	!
