!	0-42	43-62	64-87	88-127
!	!	!	!	!
!	10.40	10.40	10.40	10.40
!	-50.0	-50.0	-50.0	-50.0
!	1	1	1	1
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.001	0.001	0.001	0.001
!	0.001	0.001	0.001	0.001
!	0.001	0.001	0.001	0.001
!	0.001	0.001	0.001	0.001
!	!	!	!	!
!	0.810	0.810	0.810	0.810
!	!	!	!	!
!	!	!	!	!
!	0.100	0.100	0.100	0.100
!	0.200	0.200	0.200	0.200
!	0.200	0.200	0.200	0.200
!	0.600	0.600	0.600	0.600
!	100.0	100.0	100.0	100.0
!	0.100	0.100	0.100	0.100
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	0.500	0.500	0.500	0.500
!	5.001	5.001	5.001	5.001
!	13	13	13	13
!	!	!	!	!
!	1.3	1.3	1.3	1.3
!	0.100	0.100	0.100	0.100
!	5.001	5.001	5.001	5.001
!	!	!	!	!
!	!	!	!	!
!	!	!	!	!
!	7.5	7.5	7.5	7.5
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
?	?	?	?	?
!	!	!	!	!
!	!	!	!	!
